고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,취업인원 (3개월),취업률 (3개월),취업인원 (6개월),취업률 (6개월),지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG202200004092772,기업요구를 반영한 프로젝트 중심 JAVA 백엔드 테스트 주도 개발자 양성과정,AIG20220000409277,2,그린컴퓨터아트학원,113,900,2023-04-06,2023-09-20,응용SW엔지니어링,20010202," 7,707,600 ",30,25,20,80%,92.5,8,40%,11,55%,대구 중구,대구 중구 남일동,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409277&tracseTme=2&trainstCstmrId=500020014651&crseTracseSe=C0061,,,"154,152,000","154,152,000","192,690,000",0,0,"154,152,000",0,0,0
AIG202200003668263,퍼블릭 클라우드 서비스를 활용한 파이썬 기반 AI-ML 인재 양성 과정,AIG20220000366826,3,케이지에듀원 아이티뱅크종로학원,100,800,2023-04-06,2023-09-06,인공지능서비스구현,20010705," 6,836,800 ",25,19,16,84%,84.9,0,0%,5,31%,서울 종로구,서울특별시 종로구 돈화문로 26 (묘동 단성사),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366826&tracseTme=3&trainstCstmrId=500020050681&crseTracseSe=C0061,,,"109,388,800","103,919,360","129,899,200",0,0,"103,919,360",0,0,0
AIG202200004094217,자바 파이썬 활용 빅데이터 서비스 개발자 과정,AIG20220000409421,7,한국소프트웨어인재개발원,120,960,2023-04-06,2023-09-27,빅데이터분석,20010105," 9,140,160 ",30,21,19,90%,74.6,8,42%,10,53%,서울 금천구,서울특별시 금천구 가산디지털2로 101,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409421&tracseTme=7&trainstCstmrId=500020027783&crseTracseSe=C0061,,,"173,663,040","153,554,688","191,943,360",0,0,"153,554,688",0,0,0
AIG202000002866834,빅데이터 비즈니스를 위한 데이터 애널리스트 양성과정,AIG20200000286683,4,메디치교육센터 평생교육시설,103,800,2023-04-06,2023-09-12,빅데이터분석,20010105," 11,765,600 ",20,20,14,70%,86.4,2,14%,5,36%,서울 금천구,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286683&tracseTme=4&trainstCstmrId=500020016144&crseTracseSe=C0061,,,"164,718,400","188,249,600","235,312,000",0,0,"188,249,600",0,0,0
AIG202100003288059,데이터융합 JAVA 응용 SW개발자 기업 채용연계 연수과정,AIG20210000328805,9,중앙정보기술인재개발원,120,960,2023-04-06,2023-09-27,응용SW엔지니어링,20010202," 8,221,440 ",30,29,28,97%,90,8,29%,16,57%,서울 강남구,서울특별시 강남구 테헤란로7길 7,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328805&tracseTme=9&trainstCstmrId=500020039773&crseTracseSe=C0061,,,"230,200,320","190,737,408","238,421,760",0,0,"190,737,408",0,0,0
AIG202300004128751,리눅스 시스템 및 커널 전문가 양성 과정,AIG20230000412875,1,(주)그렙,116,600,2023-04-07,2023-08-31,시스템SW엔지니어링,20010208," 10,890,000 ",60,45,18,40%,85.7,4,22%,7,39%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412875&tracseTme=1&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"196,020,000","392,040,000","490,050,000",0,0,"392,040,000",0,0,0
AIG202300004128761,데이터 엔지니어링,AIG20230000412876,1,(주)그렙,103,586,2023-04-07,2023-09-05,빅데이터운영·관리,20010304," 10,635,900 ",60,60,42,70%,87.9,10,24%,17,40%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412876&tracseTme=1&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"446,707,800","510,523,200","638,154,000",0,0,"510,523,200",0,0,0
AIG202300004128801,자율주행 Planning & Control 엔지니어 양성,AIG20230000412880,1,(주)그렙,118,600,2023-04-10,2023-10-13,IoT시스템연동,20010212," 10,890,000 ",20,17,14,82%,94,2,14%,6,43%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412880&tracseTme=1&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"152,460,000","148,104,000","185,130,000",0,0,"148,104,000",0,0,0
AIG202100003135808,클라우드 데브옵스(DevOps) 엔지니어 및 관리자 양성과정,AIG20210000313580,8,한국정보교육원(구.경원직업전문학교),120,960,2023-04-10,2023-10-06,IT시스템관리,20010301," 8,224,320 ",25,14,14,100%,91.9,10,71%,11,79%,서울 관악구,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313580&tracseTme=8&trainstCstmrId=500020031803&crseTracseSe=C0061,,,"115,140,480","92,112,384","115,140,480",0,0,"92,112,384",0,0,0
AIG202100003136235,"AI기반 빅데이터분석(자바,파이썬) 및 RPA 자동화솔루션 개발자",AIG20210000313623,5,메가스터디컴퓨터아카데미신촌학원,125,1000,2023-04-10,2023-10-10,응용SW엔지니어링,20010202," 8,564,000 ",20,17,13,76%,85.4,1,8%,3,23%,서울 마포구,서울특별시 마포구 노고산동 신촌로 128,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313623&tracseTme=5&trainstCstmrId=500020062854&crseTracseSe=C0061,,,"111,332,000","116,470,400","145,588,000",0,0,"116,470,400",0,0,0
AIG202200003668163,빅데이터 분석&추천시스템 개발자 양성과정,AIG20220000366816,3,더조은컴퓨터아카데미,135,1080,2023-04-10,2023-11-01,빅데이터분석,20010105," 10,282,680 ",30,20,17,85%,91.5,3,18%,7,41%,서울 강남구,서울특별시 강남구 강남대로78길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366816&tracseTme=3&trainstCstmrId=500020028586&crseTracseSe=C0061,,,"174,805,560","164,522,880","205,653,600",0,0,"164,522,880",0,0,0
AIG202200004094221,빅데이터기반 웹 검색 엔진 개발자,AIG20220000409422,1,KH정보교육원 부산지원,120,960,2023-04-10,2023-09-27,응용SW엔지니어링,20010202," 8,221,440 ",25,4,3,75%,91.8,1,33%,2,67%,부산 부산진구,"부산광역시 부산진구 중앙대로 627(범천동, 삼비빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409422&tracseTme=1&trainstCstmrId=500035498556&crseTracseSe=C0061,,,"24,664,320","26,308,608","32,885,760",0,0,"26,308,608",0,0,0
AIG202200003668175,실무 프로젝트 기반 빅데이터 서비스 솔루션 개발자 양성과정,AIG20220000366817,5,쌍용강북교육센터,140,1120,2023-04-10,2023-11-07,응용SW엔지니어링,20010202," 9,591,680 ",20,18,14,78%,98.9,4,29%,9,64%,서울 마포구,서울특별시 마포구 월드컵북로 21 (서교동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366817&tracseTme=5&trainstCstmrId=500020059609&crseTracseSe=C0061,,,"134,283,520","138,120,192","172,650,240",0,0,"138,120,192",0,0,0
AIG2021000032883912,클라우드 네이티브 엔지니어링 개발자 과정,AIG20210000328839,12,주식회사구름,80,640,2023-04-10,2023-08-01,인프라스트럭쳐아키텍처구축,20010213," 11,616,000 ",50,10,6,60%,78.4,1,17%,5,83%,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328839&tracseTme=12&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"69,696,000","92,928,000","116,160,000",0,0,"92,928,000",0,0,0
AIG2021000032887311,인공지능 및 대규모 언어 모델(LLM) 기반 엔지니어링 개발자 과정,AIG20210000328873,11,주식회사구름,80,640,2023-04-10,2023-08-01,인공지능모델링,20010703," 11,616,000 ",50,15,12,80%,83.4,3,25%,3,25%,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328873&tracseTme=11&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"139,392,000","139,392,000","174,240,000",0,0,"139,392,000",0,0,0
AIG202300004128151,[Intel] 엣지 AI SW 아카데미,AIG20230000412815,1,대한상공회의소,129,900,2023-04-11,2023-11-03,응용SW엔지니어링,20010202," 16,335,000 ",28,28,23,82%,89.8,17,74%,20,87%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412815&tracseTme=1&trainstCstmrId=500037517077&crseTracseSe=C0061,Intel,Intel,"375,705,000","365,904,000","457,380,000",0,0,"365,904,000",0,0,0
AIG202200003667207,소프트웨어 엔지니어링 부트캠프 (프론트엔드),AIG20220000366720,7,주식회사코드스테이츠,120,960,2023-04-11,2023-10-05,응용SW엔지니어링,20010202," 17,424,000 ",140,140,108,77%,80.1,9,8%,25,23%,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366720&tracseTme=7&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"1,881,792,000","1,951,488,000","2,439,360,000",0,0,"1,951,488,000",0,0,0
AIG202200003667217,소프트웨어 엔지니어링 부트캠프 (백엔드),AIG20220000366721,7,주식회사코드스테이츠,120,960,2023-04-11,2023-10-05,응용SW엔지니어링,20010202," 17,424,000 ",140,139,111,80%,80.4,7,6%,27,24%,서울 강남구,서울특별시 강남구 테헤란로 415 (삼성동 L7 HOTELS 강남타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366721&tracseTme=7&trainstCstmrId=500038435553&crseTracseSe=C0061,,,"1,934,064,000","1,937,548,800","2,421,936,000",0,0,"1,937,548,800",0,0,0
AIG202200004092134,자바(JAVA)기반 풀스택 개발자 취업과정,AIG20220000409213,4,중앙정보처리학원,130,1040,2023-04-11,2023-10-24,응용SW엔지니어링,20010202," 8,906,560 ",30,30,26,87%,88.6,6,23%,13,50%,서울 마포구,서울특별시 마포구 신촌로 176 (대흥동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409213&tracseTme=4&trainstCstmrId=500020050017&crseTracseSe=C0061,,,"231,570,560","213,757,440","267,196,800",0,0,"213,757,440",0,0,0
AIG202200004092995,클라우드 CI/CD활용 자바웹&앱(코틀린&도커) 개발자 양성,AIG20220000409299,5,더조은컴퓨터아카데미학원,135,1080,2023-04-12,2023-11-08,응용SW엔지니어링,20010202," 9,249,120 ",20,15,11,73%,84,5,45%,6,55%,서울 마포구,서울특별시 마포구 신촌로 94 (노고산동 그랜드플라자),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409299&tracseTme=5&trainstCstmrId=500020051919&crseTracseSe=C0061,,,"101,740,320","110,989,440","138,736,800",0,0,"110,989,440",0,0,0
AIG202200004092832,기업 요구를 반영한 프로젝트 중심 프론트엔드 React(리액트) 개발자 양성,AIG20220000409283,2,그린컴퓨터아트학원,113,900,2023-04-13,2023-09-27,응용SW엔지니어링,20010202," 7,707,600 ",20,19,16,84%,88.3,2,13%,6,38%,대구 중구,대구 중구 남일동,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409283&tracseTme=2&trainstCstmrId=500020014651&crseTracseSe=C0061,,,"123,321,600","117,155,520","146,444,400",0,0,"117,155,520",0,0,0
AIG2020000028667510,자바/안드로이드를 활용한 사물인터넷(IOT) 개발자 양성 취업과정,AIG20200000286675,10,하이미디어IT인재개발학원,120,960,2023-04-17,2023-10-13,응용SW엔지니어링,20010202," 8,221,440 ",25,18,17,94%,80.9,2,12%,9,53%,경기 성남시 중원구,경기도 성남시 중원구 성남대로 1133 (성남동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286675&tracseTme=10&trainstCstmrId=500020013370&crseTracseSe=C0061,,,"139,764,480","118,388,736","147,985,920",0,0,"118,388,736",0,0,0
AIG202100003285534,"자바, 파이썬을 활용한 AWS 클라우드 인공지능 실무과정",AIG20210000328553,4,연희직업전문학교(주),104,826,2023-04-17,2023-09-18,응용SW엔지니어링,20010202," 7,073,860 ",25,20,17,85%,92.8,2,12%,11,65%,인천 서구,인천광역시 서구 서곶로 284 (심곡동 새터빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328553&tracseTme=4&trainstCstmrId=500020041301&crseTracseSe=C0061,,,"120,255,620","113,181,760","141,477,200",0,0,"113,181,760",0,0,0
AIG202100003658376,[누구나 AI] 딥러닝 부트 캠프,AIG20210000365837,6,(주)알파코,127,975,2023-04-17,2023-10-24,빅데이터플랫폼구축,20010209," 11,797,500 ",32,19,17,89%,83.8,4,24%,7,41%,서울 성동구,서울특별시 성동구 성수이로 113,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000365837&tracseTme=6&trainstCstmrId=500040793315&crseTracseSe=C0061,,,"200,557,500","179,322,000","224,152,500",0,0,"179,322,000",0,0,0
AIG202200004123683,[RedHat] 하이브리드 클라우드 엔지니어 양성,AIG20220000412368,3,대한상공회의소,120,960,2023-04-17,2023-10-17,인프라스트럭쳐아키텍처구축,20010213," 17,424,000 ",24,20,19,95%,71.2,7,37%,12,63%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000412368&tracseTme=3&trainstCstmrId=500037517077&crseTracseSe=C0061,Redhat,에티버스러닝평생교육원,"331,056,000","278,784,000","348,480,000",0,0,"278,784,000",0,0,0
AIG2020000028666612,데이터기반 인공지능 시스템 엔지니어 양성 과정,AIG20200000286666,12,에티버스러닝평생교육원,110,880,2023-04-17,2023-09-26,응용SW엔지니어링,20010202," 10,160,480 ",24,19,18,95%,77.5,6,33%,8,44%,서울 강남구,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286666&tracseTme=12&trainstCstmrId=500020034331&crseTracseSe=C0061,,,"182,888,640","154,439,296","193,049,120",0,0,"154,439,296",0,0,0
AIG2021000032886015,채용연계 풀스택 개발자 부트캠프(스프링&리액트),AIG20210000328860,15,멀티캠퍼스,121,960,2023-04-17,2023-10-05,응용SW엔지니어링,20010202," 17,424,000 ",56,25,19,76%,81.6,4,21%,6,32%,서울 강남구,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328860&tracseTme=15&trainstCstmrId=500020039927&crseTracseSe=C0061,,,"331,056,000","348,480,000","435,600,000",0,0,"348,480,000",0,0,0
AIG202200003668384,멋쟁이사자처럼 백엔드 스쿨,AIG20220000366838,4,주식회사멋쟁이사자처럼,100,800,2023-04-17,2023-09-15,응용SW엔지니어링,20010202," 14,520,000 ",110,108,92,85%,82.2,12,13%,37,40%,서울 종로구,서울특별시 종로구 종로3길 17 (청진동 D타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366838&tracseTme=4&trainstCstmrId=500037933544&crseTracseSe=C0061,,,"1,335,840,000","1,254,528,000","1,568,160,000",0,0,"1,254,528,000",0,0,0
AIG202100003288535,IaC 기반 AWS 마이크로 서비스 클라우드 환경 구축,AIG20210000328853,5,솔데스크강남학원,120,960,2023-04-18,2023-10-16,IT시스템관리,20010301," 8,224,320 ",30,27,23,85%,72.4,4,17%,7,30%,서울 강남구,서울특별시 강남구 봉은사로 119 (논현동 성옥빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328853&tracseTme=5&trainstCstmrId=500034091717&crseTracseSe=C0061,,,"189,159,360","177,645,312","222,056,640",0,0,"177,645,312",0,0,0
AIG202200004092223,자바(JAVA)활용 데이터 수집 및 분석을 위한 웹 시스템 구축 과정,AIG20220000409222,3,구트아카데미학원,125,1000,2023-04-18,2023-10-26,응용SW엔지니어링,20010202," 8,564,000 ",25,16,12,75%,85,2,17%,8,67%,서울 구로구,서울특별시 구로구 시흥대로163길 33 (구로동 주호타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409222&tracseTme=3&trainstCstmrId=500020023588&crseTracseSe=C0061,,,"102,768,000","109,619,200","137,024,000",0,0,"109,619,200",0,0,0
AIG202200003668535,4차산업 사물인터넷(iot) 시스템개발자 양성,AIG20220000366853,5,한국직업능력교육원 안산,119,950,2023-04-19,2023-10-19,임베디드SW엔지니어링,20010203," 8,135,800 ",25,11,11,100%,75,3,27%,4,36%,경기 안산시 단원구,경기도 안산시 단원구 예술대학로 17 (고잔동 안산중앙노블레스),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366853&tracseTme=5&trainstCstmrId=500020028748&crseTracseSe=C0061,,,"89,493,800","71,595,040","89,493,800",0,0,"71,595,040",0,0,0
AIG202100003135907,[프로젝트 중심] 자바 개발 & 빅데이터 분석 전문가 양성과정,AIG20210000313590,7,케이아이씨캠퍼스학원,105,840,2023-04-19,2023-09-21,빅데이터분석,20010105," 7,997,640 ",30,25,21,84%,79.5,4,19%,9,43%,서울 강남구,서울특별시 강남구 테헤란로1길 10,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000313590&tracseTme=7&trainstCstmrId=500020045461&crseTracseSe=C0061,,,"167,950,440","159,952,800","199,941,000",0,0,"159,952,800",0,0,0
AIG202200004092784,클라우드 융합 자바 스프링 백엔드 개발자,AIG20220000409278,4,아이티윌 부산교육센터,120,960,2023-04-20,2023-10-23,응용SW엔지니어링,20010202," 8,221,440 ",30,29,25,86%,94.3,3,12%,9,36%,부산 부산진구,부산광역시 부산진구 동천로 109,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409278&tracseTme=4&trainstCstmrId=500020061830&crseTracseSe=C0061,,,"205,536,000","190,737,408","238,421,760",0,0,"190,737,408",0,0,0
AIG2020000028664413,[K디지털] 실무 프로젝트 기반 빅데이터 분석&시각화 UI콘텐츠 개발,AIG20200000286644,13,(재)부산인재개발원 부산IT교육센터,142,1000,2023-04-21,2023-11-20,응용SW엔지니어링,20010202," 8,564,000 ",25,23,19,83%,87.6,4,21%,14,74%,부산 부산진구,부산광역시 부산진구 중앙대로 708 (부전동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20200000286644&tracseTme=13&trainstCstmrId=500020016923&crseTracseSe=C0061,,,"162,716,000","157,577,600","196,972,000",0,0,"157,577,600",0,0,0
AIG202300004128001,가상현실 3D 실감콘텐츠 제작자 양성 과정,AIG20230000412800,1,메디치교육센터 평생교육시설,116,928,2023-04-21,2023-10-18,가상현실콘텐츠제작,20020401," 8,794,656 ",20,20,19,95%,91.3,2,11%,5,26%,서울 금천구,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412800&tracseTme=1&trainstCstmrId=500020016144&crseTracseSe=C0061,,,"167,098,464","140,714,496","175,893,120",0,0,"140,714,496",0,0,0
AIG202300004126621,"[이스트캠프]오르미 백엔드 개발(Java, Spring, JPA)",AIG20230000412662,1,(주)이스트소프트,91,728,2023-04-24,2023-09-05,응용SW엔지니어링,20010202," 13,213,200 ",80,66,56,85%,83.2,8,14%,23,41%,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412662&tracseTme=1&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"739,939,200","697,656,960","872,071,200",0,0,"697,656,960",0,0,0
AIG202300004128811,[우리FIS 아카데미] AI 엔지니어링,AIG20230000412881,1,대한상공회의소,110,960,2023-04-24,2023-09-27,빅데이터플랫폼구축,20010209," 17,424,000 ",32,32,28,88%,80.1,8,29%,16,57%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412881&tracseTme=1&trainstCstmrId=500037517077&crseTracseSe=C0061,우리에프아이에스,글로벌소프트웨어캠퍼스,"487,872,000","446,054,400","557,568,000",0,0,"446,054,400",0,0,0
